date,time,ID,V_bat,V_usb,V_pv,I_led,I_usb,I_dl,I_pv,O1,O2
2023-04-27,06:49:07,21,12903,4819,0,-2,451,34,0,0,0
2023-04-27,06:59:07,21,12903,4819,0,-2,444,34,0,0,0
2023-04-27,07:09:07,21,12903,4819,0,-2,442,34,0,0,0
2023-04-27,07:19:07,21,12848,4819,0,-3,440,34,0,0,0
2023-04-27,07:29:07,21,12848,4819,0,-2,440,33,0,0,0
2023-04-27,07:39:07,21,12848,4819,0,-2,441,33,0,0,0
2023-04-27,07:49:07,21,12848,4819,0,-2,449,34,0,0,0
2023-04-27,07:59:07,21,12848,4819,0,-2,461,34,0,0,0
2023-04-27,08:09:07,21,12848,4819,0,-3,448,34,0,0,0
2023-04-27,08:19:07,21,12848,4819,0,-3,457,34,0,0,0
2023-04-27,08:29:07,21,12848,4819,0,-2,441,34,0,0,0
2023-04-27,08:39:07,21,12848,4819,0,-2,392,34,0,0,0
2023-04-27,08:49:07,21,12848,4819,0,-2,356,33,0,0,0
2023-04-27,08:59:07,21,12903,4819,0,-3,294,34,0,0,0
2023-04-27,09:09:07,21,12903,4880,0,-2,255,34,0,0,0
2023-04-27,09:19:07,21,12903,4880,0,-2,255,33,0,0,0
2023-04-27,09:29:07,21,12903,4880,0,-2,224,34,0,0,0
2023-04-27,09:39:07,21,12903,4880,0,-3,208,34,0,0,0
2023-04-27,09:49:07,21,12903,4880,0,-2,132,34,0,0,0
2023-04-27,09:59:07,21,12903,4880,0,-2,135,33,0,0,0
2023-04-27,10:09:07,21,12903,4880,0,-2,170,34,0,0,0
2023-04-27,10:19:07,21,12903,4880,0,-2,146,34,0,0,0
2023-04-27,10:29:07,21,12903,4880,319,-2,180,34,0,264,1
2023-04-27,10:39:07,21,12903,4880,2904,-2,156,33,1,2420,2
2023-04-27,10:49:07,21,12903,4880,11396,-2,157,35,3,11451,4
2023-04-27,10:59:07,21,12903,4880,13013,-3,171,33,6,15807,8
2023-04-27,11:09:07,21,12903,4880,13387,-2,150,34,12,17523,15
2023-04-27,11:19:07,21,12903,4880,13497,-2,180,34,19,18282,21
2023-04-27,11:29:07,21,12903,4880,13761,-2,158,35,35,19360,39
2023-04-27,11:39:07,21,12958,4880,14300,-3,156,34,52,19943,58
2023-04-27,11:49:07,21,13013,5185,14520,-3,-1,36,62,20273,69
2023-04-27,11:59:07,21,13068,5185,14839,-2,-2,34,87,20702,100
2023-04-27,12:09:07,21,13123,5185,15158,-2,-2,34,149,21076,166
2023-04-27,12:19:07,21,13013,4880,15488,-3,486,35,200,21241,219
2023-04-27,12:29:07,21,13013,4819,15378,-2,575,35,272,21340,295
2023-04-27,12:39:07,21,13068,4819,15488,-3,591,34,335,21450,350
2023-04-27,12:49:07,21,13123,4819,15543,-3,599,34,381,21450,404
2023-04-27,12:59:07,21,13167,4819,15323,-3,602,34,441,21285,457
2023-04-27,13:09:07,21,13222,4819,15488,-2,605,34,485,21241,511
2023-04-27,13:19:07,21,13277,4819,15587,-3,605,35,527,21131,564
2023-04-27,13:29:07,21,13332,4819,15433,-3,606,34,586,21131,619
2023-04-27,13:39:07,21,13332,4819,15642,-3,606,34,628,21131,676
2023-04-27,13:49:07,21,13387,4819,15543,-3,604,34,686,21076,736
2023-04-27,13:59:07,21,13442,4819,15488,-3,577,34,733,21021,774
2023-04-27,14:09:07,21,13497,4819,15543,-3,544,34,791,21021,840
2023-04-27,14:19:07,21,13607,4880,15378,-2,514,33,873,21021,909
2023-04-27,14:29:07,21,13607,4880,15543,-3,491,34,897,20911,962
2023-04-27,14:39:07,21,13651,4880,15378,-3,471,34,981,20757,1046
2023-04-27,14:49:07,21,13706,4880,15543,-3,455,34,1004,20757,1074
2023-04-27,14:59:07,21,13761,4880,15433,-3,444,34,1023,20801,1077
2023-04-27,15:09:07,21,13761,4880,16720,-3,427,34,969,20757,1132
2023-04-27,15:19:07,21,13761,4880,15543,-3,418,35,1087,20647,1170
2023-04-27,15:29:07,21,13816,4880,16346,-3,407,33,1078,20592,1212
2023-04-27,15:39:07,21,13816,4880,15862,-3,321,34,1126,20537,1242
2023-04-27,15:49:07,21,13871,4880,16236,-3,321,33,1128,20647,1268
2023-04-27,15:59:07,21,13871,4880,16456,-3,372,34,1138,20537,1308
2023-04-27,16:09:07,21,13926,4880,16830,-2,322,33,1144,20537,1326
2023-04-27,16:19:07,21,13871,4880,17039,-2,374,33,1076,20482,1326
2023-04-27,16:29:07,21,13926,4880,17204,-3,321,33,1093,20537,1344
2023-04-27,16:39:07,21,13926,4880,17908,-2,363,34,1038,20592,1383
2023-04-27,16:49:07,21,13981,4880,18172,-3,319,33,913,20482,1364
2023-04-27,16:59:07,21,13981,4880,18491,-2,367,34,812,20328,1386
2023-04-27,17:09:07,21,13981,4880,19030,-3,397,34,670,20482,1364
2023-04-27,17:19:07,21,13981,4880,17908,-2,371,33,495,19789,1073
2023-04-27,17:29:07,21,13926,4880,17369,-2,352,34,430,20372,937
2023-04-27,17:39:07,21,14190,4880,19888,-3,329,33,301,20482,1355
2023-04-27,17:49:07,21,14091,4880,19789,-3,311,34,210,20218,1310
2023-04-27,17:59:07,21,14036,4880,19943,-2,342,35,189,20372,1310
2023-04-27,18:09:07,21,14091,4880,19998,-2,241,34,161,20328,1290
2023-04-27,18:19:07,21,14190,4880,19569,-2,136,34,137,19888,988
2023-04-27,18:29:07,21,14245,4880,20163,-3,134,34,117,20427,1234
2023-04-27,18:39:07,21,14245,4880,20163,-2,117,34,99,20372,1202
2023-04-27,18:49:07,21,14190,4880,17094,-2,114,33,106,19195,505
2023-04-27,18:59:07,21,14245,4880,20053,-2,113,34,100,20911,1024
2023-04-27,19:09:07,21,14245,4880,20328,-2,120,34,99,20592,1137
2023-04-27,19:19:07,21,14245,4880,20163,-3,113,34,97,20372,1106
2023-04-27,19:29:07,21,14245,4880,20108,-3,108,34,98,20372,1074
2023-04-27,19:39:07,21,14245,4880,20218,-2,105,33,93,20482,1031
2023-04-27,19:49:07,21,14245,4880,20273,-2,107,34,94,20482,985
2023-04-27,19:59:07,21,14245,4880,20427,-2,113,34,94,20647,936
2023-04-27,20:09:07,21,14245,4880,20372,-2,108,35,95,20592,896
2023-04-27,20:19:07,21,14245,4880,20482,-2,108,34,93,20702,850
2023-04-27,20:29:07,21,14245,4880,20427,-2,105,34,94,20702,811
2023-04-27,20:39:07,21,14245,4880,20482,-2,113,34,97,20757,758
2023-04-27,20:49:07,21,14245,4880,20482,-2,113,34,94,20757,708
2023-04-27,20:59:07,21,14245,4880,20537,-2,115,34,95,20801,651
2023-04-27,21:09:07,21,14190,4880,18546,-2,135,33,99,20647,427
2023-04-27,21:19:07,21,13761,4880,14894,-2,121,34,45,19888,49
2023-04-27,21:29:07,21,13387,4880,14190,-2,120,34,40,18711,42
2023-04-27,21:39:07,21,13222,4880,13926,-2,114,33,34,18337,37
2023-04-27,21:49:07,21,13167,4880,13816,-2,109,33,29,18172,32
2023-04-27,21:59:07,21,13123,4880,13816,-2,127,33,24,17908,27
2023-04-27,22:09:07,21,13123,4880,13651,-2,127,33,19,17523,22
2023-04-27,22:19:07,21,13123,4880,13607,-2,129,33,13,16830,15
2023-04-27,22:29:07,21,13123,4880,13222,-2,132,34,6,15158,8
2023-04-27,22:39:07,21,13123,4880,11990,-2,127,33,3,11616,4
2023-04-27,22:49:07,21,13013,5002,4246,153,68,34,2,3168,2
2023-04-27,22:59:07,21,12958,5063,429,224,208,33,0,319,0
2023-04-27,23:09:07,21,12848,4819,55,225,524,33,0,0,0
2023-04-27,23:19:07,21,12903,4941,0,225,366,34,0,0,0
2023-04-27,23:29:07,21,13013,5185,0,223,-2,35,0,0,0
2023-04-27,23:39:07,21,13013,5185,0,223,-2,35,0,0,0
2023-04-27,23:49:07,21,13013,5185,0,223,-2,34,0,0,0
2023-04-27,23:59:07,21,12903,4880,0,225,434,33,0,0,1
2023-04-28,00:09:07,21,12903,4819,0,225,522,35,0,0,0
2023-04-28,00:19:07,21,12903,4819,0,225,515,34,0,0,0
2023-04-28,00:29:07,21,12903,4819,0,225,515,33,0,0,0
2023-04-28,00:39:07,21,12848,4819,0,225,514,34,0,0,0
2023-04-28,00:49:07,21,12848,4819,0,225,513,33,0,0,0
2023-04-28,00:59:07,21,12848,4819,0,225,512,35,0,0,0
2023-04-28,01:09:07,21,12848,4819,0,225,510,33,0,0,0
2023-04-28,01:19:07,21,12848,4819,0,226,509,34,0,0,0
2023-04-28,01:29:07,21,12848,4819,0,226,505,34,0,0,0
2023-04-28,01:39:07,21,12848,4819,0,226,463,34,0,0,0
2023-04-28,01:49:07,21,12903,4819,0,225,387,35,0,0,0
2023-04-28,01:59:07,21,12958,5124,0,224,71,33,0,0,0
2023-04-28,02:09:07,21,12958,5185,0,224,-2,33,0,0,0
2023-04-28,02:19:07,21,12958,5185,0,224,-2,33,0,0,0
2023-04-28,02:29:07,21,12958,5185,0,224,-2,34,0,0,0
2023-04-28,02:39:07,21,12958,5185,0,224,-2,34,0,0,0
2023-04-28,02:49:07,21,12958,5185,0,224,-2,33,0,0,0
2023-04-28,02:59:07,21,12958,5185,0,224,-2,33,0,0,0
2023-04-28,03:09:07,21,12958,5185,0,224,-2,34,0,0,0
2023-04-28,03:19:07,21,12958,5185,0,225,-2,34,0,0,0
2023-04-28,03:29:07,21,12958,5185,0,225,-2,33,0,0,0
2023-04-28,03:39:07,21,12958,5185,0,225,-2,34,0,0,0
2023-04-28,03:49:07,21,12903,5185,0,225,-2,34,0,0,0
2023-04-28,03:59:07,21,12903,5185,0,225,-2,33,0,0,0
2023-04-28,04:09:07,21,12903,5185,0,225,-2,34,0,0,0
2023-04-28,04:19:07,21,12903,5185,0,225,-2,34,0,0,0
2023-04-28,04:29:07,21,12903,5185,0,225,-2,34,0,0,0
2023-04-28,04:39:07,21,12903,5185,0,225,-2,35,0,0,0
2023-04-28,04:49:07,21,12903,5185,0,225,-2,34,0,0,0
2023-04-28,04:59:07,21,12903,5185,0,226,-2,34,0,0,0
2023-04-28,05:09:07,21,12848,5185,0,226,-2,34,0,0,0
2023-04-28,05:19:07,21,12848,5185,0,226,-2,34,0,0,0
2023-04-28,05:29:07,21,12848,5185,0,226,-2,34,0,0,0
2023-04-28,05:39:07,21,12848,5185,0,226,-2,34,0,0,0
2023-04-28,05:49:07,21,12848,5185,0,226,-2,35,0,0,0
2023-04-28,05:59:07,21,12848,5185,0,226,-2,33,0,0,0
2023-04-28,06:09:07,21,12848,5185,0,226,-2,34,0,0,0
2023-04-28,06:19:07,21,12848,5185,0,226,-2,35,0,0,0
2023-04-28,06:29:07,21,12793,5185,0,226,-2,34,0,0,0
2023-04-28,06:39:07,21,12793,5185,0,226,-2,34,0,0,0
2023-04-28,06:49:07,21,12793,5185,0,226,-2,33,0,0,0
2023-04-28,06:59:07,21,12793,5185,0,227,-2,34,0,0,0
2023-04-28,07:09:07,21,12793,5185,0,228,-2,33,0,0,0
2023-04-28,07:19:07,21,12793,5185,0,228,-2,34,0,0,0
2023-04-28,07:29:07,21,12793,5185,0,228,-2,34,0,0,0
2023-04-28,07:39:07,21,12793,5185,0,228,-2,35,0,0,0
2023-04-28,07:49:07,21,12793,5185,0,228,-2,34,0,0,0
2023-04-28,07:59:07,21,12793,5185,0,228,-2,35,0,0,0
2023-04-28,08:09:07,21,12793,5185,0,228,-2,34,0,0,0
2023-04-28,08:19:07,21,12793,5185,0,228,-2,33,0,0,0
2023-04-28,08:29:07,21,12793,5185,0,228,-2,33,0,0,0
2023-04-28,08:39:07,21,12793,5185,0,228,-2,34,0,0,0
2023-04-28,08:49:07,21,12793,5185,0,228,-2,34,0,0,0
2023-04-28,08:59:07,21,12793,5185,0,228,-2,34,0,0,0
2023-04-28,09:09:07,21,12738,5185,0,228,-2,33,0,0,0
2023-04-28,09:19:07,21,12738,5185,0,228,-2,34,0,0,0
2023-04-28,09:29:07,21,12738,5185,0,228,-2,33,0,0,0
2023-04-28,09:39:07,21,12738,5185,0,228,-2,34,0,0,0
2023-04-28,09:49:07,21,12738,5185,0,228,-2,34,0,0,0
2023-04-28,09:59:07,21,12738,5185,0,228,-2,34,0,0,1
2023-04-28,10:09:07,21,12738,5185,0,228,-3,35,0,0,0
2023-04-28,10:19:07,21,12738,5185,0,228,-2,33,0,0,0
2023-04-28,10:29:07,21,12903,5185,429,17,-2,33,0,319,0
2023-04-28,10:39:07,21,12958,5185,4246,-2,-1,35,2,3707,2
2023-04-28,10:49:07,21,12958,5185,11770,-2,-2,35,3,11715,4
2023-04-28,10:59:07,21,12958,5185,13816,-2,-2,36,5,15752,8
2023-04-28,11:09:07,21,12958,5185,15488,-2,-2,35,8,17424,14
2023-04-28,11:19:07,21,12958,5185,13497,-2,-2,35,18,18172,20
2023-04-28,11:29:07,21,13013,5185,13981,-3,-2,36,34,19360,39
2023-04-28,11:39:07,21,13013,5185,14245,-2,-2,36,54,19998,61
2023-04-28,11:49:07,21,13013,5185,14575,-3,-1,34,61,20328,69
2023-04-28,11:59:07,21,13013,5185,14784,-2,-2,35,80,20702,99
2023-04-28,12:09:07,21,13123,5185,15268,-2,-2,35,151,21076,166
2023-04-28,12:19:07,21,13167,5185,15543,-2,-2,35,196,21186,217
2023-04-28,12:29:07,21,13013,4819,15543,90,563,34,275,21340,295
2023-04-28,12:39:07,21,13068,4819,15433,24,546,35,330,21241,348
2023-04-28,12:49:07,21,13123,4819,15378,-2,588,34,378,21131,401
2023-04-28,12:59:07,21,13167,4819,15543,-3,534,34,426,21076,455
2023-04-28,13:09:07,21,13222,4819,15642,-3,538,34,470,21076,507
2023-04-28,13:19:07,21,13277,4819,15378,-3,535,34,529,21076,559
2023-04-28,13:29:07,21,13277,4819,15587,-3,512,34,558,21021,611
2023-04-28,13:39:07,21,13332,4819,15543,-3,511,34,619,21076,661
2023-04-28,13:49:07,21,13387,4819,15433,-3,512,34,663,21021,711
2023-04-28,13:59:07,21,13387,4819,15543,-3,513,34,686,20966,757
2023-04-28,14:09:07,21,13442,4819,15433,-3,517,33,758,20966,802
2023-04-28,14:19:07,21,13497,4819,15433,-3,518,33,794,20856,845
2023-04-28,14:29:07,21,13497,4819,15433,-3,517,34,833,20856,886
2023-04-28,14:39:07,21,13497,4819,15587,-3,517,33,849,20801,926
2023-04-28,14:49:07,21,13552,4819,15488,-3,519,34,901,20856,962
2023-04-28,14:59:07,21,13607,4819,15268,-3,522,33,942,20702,999
2023-04-28,15:09:07,21,13607,4819,15268,-2,523,33,972,20702,1032
2023-04-28,15:19:07,21,13651,4819,15323,-3,525,34,998,20702,1063
2023-04-28,15:29:07,21,13651,4819,15268,-3,525,34,1039,20757,1092
2023-04-28,15:39:07,21,13706,4819,15917,-2,520,34,1008,20702,1119
2023-04-28,15:49:07,21,13706,4819,15862,-2,513,35,1039,20592,1142
2023-04-28,15:59:07,21,13761,4819,16126,-3,521,34,1044,20592,1166
2023-04-28,16:09:07,21,13761,4819,16126,-2,527,33,1066,20592,1186
2023-04-28,16:19:07,21,13761,4819,16456,-3,528,34,1034,20592,1201
2023-04-28,16:29:07,21,13761,4819,15697,-2,535,34,1126,20482,1215
2023-04-28,16:39:07,21,13816,4819,16126,-3,538,34,1096,20482,1226
2023-04-28,16:49:07,21,13816,4819,15752,-3,532,34,1119,20372,1234
2023-04-28,16:59:07,21,13816,4819,15752,-3,536,34,1126,20372,1237
2023-04-28,17:09:07,21,13816,4819,15752,-2,538,34,1125,20372,1243
2023-04-28,17:19:07,21,13871,4819,16181,-2,537,33,1101,20427,1244
2023-04-28,17:29:07,21,13816,4819,15752,-3,541,34,1105,20218,1248
2023-04-28,17:39:07,21,13871,4880,15543,-2,488,33,1118,20218,1248
2023-04-28,17:49:07,21,13926,4819,15378,-2,643,33,1141,20218,1243
2023-04-28,17:59:07,21,13926,4819,16500,-3,626,33,991,20273,1237
2023-04-28,18:09:07,21,13981,4819,18062,-2,624,33,805,20218,1225
2023-04-28,18:19:07,21,13981,4819,18711,-3,623,34,664,20372,1210
2023-04-28,18:29:07,21,14091,4819,19250,-3,617,33,541,20537,1188
2023-04-28,18:39:07,21,14245,4819,19569,-3,618,34,386,20427,1168
2023-04-28,18:49:07,21,14135,4819,19734,-3,615,33,317,20427,1146
2023-04-28,18:59:07,21,14135,4819,19789,-2,612,33,285,20482,1127
2023-04-28,19:09:07,21,14190,4819,19888,-3,607,33,262,20482,1096
2023-04-28,19:19:07,21,14245,4819,19789,-2,598,33,260,20372,1068
2023-04-28,19:29:07,21,14245,4819,19789,-2,553,33,243,20372,1038
2023-04-28,19:39:07,21,14245,4819,20053,-3,489,33,206,20537,1002
2023-04-28,19:49:07,21,14245,4880,20108,-3,444,33,204,20592,970
2023-04-28,19:59:07,21,14245,4880,20108,-2,398,33,193,20592,934
2023-04-28,20:09:07,21,14245,4880,20163,-2,373,34,184,20647,892
2023-04-28,20:19:07,21,14245,4880,20218,-2,347,33,169,20647,850
2023-04-28,20:29:07,21,14245,4880,20273,-3,319,33,155,20702,808
2023-04-28,20:39:07,21,14245,4880,20427,-2,193,35,120,20757,764
2023-04-28,20:49:07,21,14245,4880,20427,-2,182,34,118,20757,717
2023-04-28,20:59:07,21,14245,4880,20328,-3,212,34,127,20757,662
2023-04-28,21:09:07,21,14135,4880,17908,-2,254,34,127,20537,408
2023-04-28,21:19:07,21,13552,4880,14520,-2,182,34,44,19624,46
2023-04-28,21:29:07,21,13222,4880,14091,-2,185,33,37,18436,40
2023-04-28,21:39:07,21,13123,4880,13816,-2,214,33,32,18172,35
2023-04-28,21:49:07,21,13123,4880,13761,-2,259,34,27,18007,30
2023-04-28,21:59:07,21,13123,4880,13706,-2,198,33,23,17798,26
2023-04-28,22:09:07,21,13123,4880,13607,-2,198,33,18,17424,21
2023-04-28,22:19:07,21,13123,4880,13607,-2,251,33,12,16665,15
2023-04-28,22:29:07,21,13123,4880,13123,-2,196,33,6,14949,8
2023-04-28,22:39:07,21,12903,4819,11715,226,460,33,3,11341,4
2023-04-28,22:49:07,21,12903,4819,4037,225,442,34,1,3014,2
2023-04-28,22:59:07,21,12958,4880,429,224,221,34,0,319,0
2023-04-28,23:09:07,21,12958,4880,55,224,229,34,0,0,0
2023-04-28,23:19:07,21,12958,4880,0,224,225,34,0,0,0
2023-04-28,23:29:07,21,12958,4880,0,224,227,33,0,0,0
2023-04-28,23:39:07,21,12958,5002,0,224,135,34,0,0,0
2023-04-28,23:49:07,21,13013,5185,0,223,-2,33,0,0,0
2023-04-28,23:59:07,21,13013,5185,0,223,-2,34,0,0,0
2023-04-29,00:09:07,21,13013,5185,0,223,-2,34,0,0,0
2023-04-29,00:19:07,21,13013,5185,0,223,-2,34,0,0,0
2023-04-29,00:29:07,21,13013,5185,0,223,-2,34,0,0,0
2023-04-29,00:39:07,21,12958,4941,0,224,249,33,0,0,0
2023-04-29,00:49:07,21,12903,4819,0,225,401,33,0,0,0
2023-04-29,00:59:07,21,12903,4819,0,225,391,34,0,0,0
2023-04-29,01:09:07,21,12903,4819,0,225,385,34,0,0,0
2023-04-29,01:19:07,21,12903,4819,0,225,379,34,0,0,0
2023-04-29,01:29:07,21,12903,4819,0,225,372,34,0,0,0
2023-04-29,01:39:07,21,12903,4819,0,225,364,34,0,0,0
2023-04-29,01:49:07,21,12903,4819,0,225,356,33,0,0,0
2023-04-29,01:59:07,21,12903,4880,0,225,348,33,0,0,0
2023-04-29,02:09:07,21,12903,4819,0,225,342,34,0,0,0
2023-04-29,02:19:07,21,12848,4819,0,225,337,33,0,0,0
2023-04-29,02:29:07,21,12848,4819,0,225,333,35,0,0,0
2023-04-29,02:39:07,21,12848,4819,0,226,327,35,0,0,0
2023-04-29,02:49:07,21,12848,4880,0,226,315,33,0,0,0
2023-04-29,02:59:07,21,12848,4819,0,226,305,33,0,0,0
2023-04-29,03:09:07,21,12848,4819,0,226,302,33,0,0,0
2023-04-29,03:19:07,21,12848,4819,0,226,303,34,0,0,0
2023-04-29,03:29:07,21,12848,4819,0,226,303,35,0,0,0
2023-04-29,03:39:07,21,12793,4819,0,226,305,34,0,0,0
2023-04-29,03:49:07,21,12793,4819,0,192,310,34,0,0,0
2023-04-29,03:59:07,21,12958,4819,0,-3,357,35,0,0,0
2023-04-29,04:09:07,21,12903,4819,0,-2,459,34,0,0,0
2023-04-29,04:19:07,21,12903,4819,0,-3,445,34,0,0,0
2023-04-29,04:29:07,21,12903,4819,0,-3,405,33,0,0,0
2023-04-29,04:39:07,21,12958,4819,0,-2,329,33,0,0,0
2023-04-29,04:49:07,21,12958,4819,0,-3,273,33,0,0,0
2023-04-29,04:59:07,21,12958,4880,0,-2,233,34,0,0,0
2023-04-29,05:09:07,21,12958,4880,0,-2,200,33,0,0,0
2023-04-29,05:19:07,21,12958,4880,0,-2,175,33,0,0,0
2023-04-29,05:29:07,21,12958,4880,0,-2,155,34,0,0,0
2023-04-29,05:39:07,21,12958,4880,0,-2,135,34,0,0,0
2023-04-29,05:49:07,21,12848,4880,0,217,99,34,0,0,0
2023-04-29,05:59:07,21,12848,4880,0,227,0,34,0,0,0
2023-04-29,06:09:07,21,12793,4880,0,227,72,33,0,0,0
2023-04-29,06:19:07,21,12793,4880,0,227,62,34,0,0,0
2023-04-29,06:29:07,21,12793,4880,0,228,72,34,0,0,0
2023-04-29,06:39:07,21,12793,4880,0,228,75,34,0,0,0
2023-04-29,06:49:07,21,12793,4880,0,228,81,34,0,0,1
2023-04-29,06:59:07,21,12848,4880,0,113,93,35,0,0,0
2023-04-29,07:09:07,21,12903,4880,0,-2,94,34,0,0,0
2023-04-29,07:19:07,21,12958,4880,0,-2,82,34,0,0,0
2023-04-29,07:29:07,21,12903,4880,0,33,54,34,0,0,0
2023-04-29,07:39:07,21,12903,4880,0,33,63,34,0,0,0
2023-04-29,07:49:07,21,12958,4880,0,-3,83,34,0,0,0
2023-04-29,07:59:07,21,12903,4880,0,-2,96,33,0,0,0
2023-04-29,08:09:07,21,12958,4880,0,-2,75,34,0,0,0
2023-04-29,08:19:07,21,12958,4880,0,-2,61,33,0,0,0
2023-04-29,08:29:07,21,12958,4880,0,-2,63,34,0,0,0
2023-04-29,08:39:07,21,12903,4880,0,-2,96,33,0,0,0
2023-04-29,08:49:07,21,12958,4880,0,-2,57,34,0,0,0
2023-04-29,08:59:07,21,12958,4880,0,-2,69,34,0,0,0
2023-04-29,09:09:07,21,12903,4880,0,-2,92,34,0,0,0
2023-04-29,09:19:07,21,12958,4880,0,-3,65,34,0,0,0
2023-04-29,09:29:07,21,12958,4880,0,-2,62,34,0,0,0
2023-04-29,09:39:07,21,12958,4880,0,-2,84,33,0,0,0
2023-04-29,09:49:07,21,12903,4880,0,-2,94,34,0,0,0
2023-04-29,09:59:07,21,12958,4880,0,-2,62,33,0,0,0
2023-04-29,10:09:07,21,12958,4880,0,-2,63,34,0,0,0
2023-04-29,10:19:07,21,12958,4880,0,-2,78,34,0,0,1
2023-04-29,10:29:07,21,12958,4880,374,-2,56,34,0,319,0
2023-04-29,10:39:07,21,12958,4880,4136,-3,77,33,2,3597,2
